"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","rpk","rpm","tpm"
"11-44","deop","10deop","wt","PA128","3","T7_10deop",20239,21850,"T7p42","8",499037,309768.466790813,8.52180239705702,36350.1114386073
"11-44","deop","10deop","wt","PA128","3","T7_10deop",21949,22873,"T7p43","9",318209,344382.034632035,8.52180239705702,40411.877509735
"11-44","deop","10deop","wt","PA128","3","T7_10deop",22966,24162,"T7p44","10B",865588,723735.785953177,8.52180239705702,84927.5484495061
"11-44","deop","10deop","wt","PA128","3","T7_10deop",22966,24004,"T7p45","10A",816842,786938.342967245,8.52180239705702,92344.1199761932
"11-44","deop","10deop","wt","PA128","3","T7_10deop",24227,24818,"T7p46","11",41396,70043.9932318105,8.52180239705702,8219.38716344796
"11-44","deop","10deop","wt","PA128","3","T7_10deop",24841,27226,"T7p47","12",175772,73698.9517819707,8.52180239705702,8648.2821764821
"11-44","deop","10deop","wt","PA128","3","T7_10deop",27306,27723,"T7p48","13",35167,84333.3333333333,8.52180239705702,9896.18503269421
"11-44","deop","10deop","wt","PA128","3","T7_10deop",27727,28318,"T7p49","14",105347,178252.115059222,8.52180239705702,20917.1847402588
"11-44","deop","10deop","wt","PA128","3","T7_10deop",28324,30568,"T7p50","15",309692,138008.912655971,8.52180239705702,16194.8031913568
"11-44","deop","10deop","wt","PA128","3","T7_10deop",30594,34551,"T7p51","16",406808,102807.17715441,8.52180239705702,12064.0179582096
"11-44","deop","10deop","wt","PA128","3","T7_10deop",34623,36285,"T7p52","17",412933,248455.475330927,8.52180239705702,29155.2729991404
"11-44","deop","10deop","wt","PA128","3","T7_10deop",36343,36547,"T7p53","17.5",42258,207147.058823529,8.52180239705702,24307.8927639847
"11-44","deop","10deop","wt","PA128","3","T7_10deop",36552,36822,"T7p54","18",58850,217962.962962963,8.52180239705702,25577.0965820841
"11-44","deop","10deop","wt","PA128","3","T7_10deop",36916,37348,"T7p55","18.5",72734,168365.740740741,8.52180239705702,19757.0575913477
"11-44","deop","10deop","wt","PA128","3","T7_10deop",37031,37283,"T7p56","18.7",43809,173845.238095238,8.52180239705702,20400.0550582204
"11-44","deop","10deop","wt","PA128","3","T7_10deop",37369,39130,"T7p57","19",277508,157585.462805224,8.52180239705702,18492.0343681808
"11-44","deop","10deop","wt","PA128","3","T7_10deop",38015,38273,"T7p58","19.2",68156,264170.542635659,8.52180239705702,30999.3743491271
"11-44","deop","10deop","wt","PA128","3","T7_10deop",38552,38726,"T7p59","19.3",41255,237097.701149425,8.52180239705702,27822.4828624642
"11-44","deop","10deop","wt","PA128","3","T7_10deop",39388,39538,"T7p60","19.5",93435,622900,8.52180239705702,73094.8654964256
"11-44","deop","10deop","wt","PA145","4","T7_10deop",890,1468,"T7p01","0.3",15232,26352.9411764706,33.981630870629,775.505486384644
"11-44","deop","10deop","wt","PA145","4","T7_10deop",1277,1433,"T7p02","0.4",1,6.41025641025641,33.981630870629,0.188638868883627
"11-44","deop","10deop","wt","PA145","4","T7_10deop",1468,3138,"T7p03","0.7",24217,14501.1976047904,33.981630870629,426.736364125598
"11-44","deop","10deop","wt","PA145","4","T7_10deop",1495,1639,"T7p04","0.5",2,13.8888888888889,33.981630870629,0.408717549247859
"11-44","deop","10deop","wt","PA145","4","T7_10deop",1635,1972,"T7p05","0.6B",3,8.90207715133531,33.981630870629,0.261967331268658
"11-44","deop","10deop","wt","PA145","4","T7_10deop",1635,1797,"T7p06","0.6A",0,0,33.981630870629,0
"11-44","deop","10deop","wt","PA145","4","T7_10deop",3138,5887,"T7p07","1",148069,53862.8592215351,33.981630870629,1585.0580987886
"11-44","deop","10deop","wt","PA145","4","T7_10deop",5887,6448,"T7p08","1.2",86182,153622.103386809,33.981630870629,4520.73957167217
"11-44","deop","10deop","wt","PA145","4","T7_10deop",6006,6135,"T7p09","1.1",11744,91038.7596899225,33.981630870629,2679.05798978615
"11-44","deop","10deop","wt","PA145","4","T7_10deop",6448,7588,"T7p10","1.3",169364,148564.912280702,33.981630870629,4371.9182533146
"11-44","deop","10deop","wt","PA145","4","T7_10deop",7607,7763,"T7p11","1.4",27534,176500,33.981630870629,5193.98261584179
"11-44","deop","10deop","wt","PA145","4","T7_10deop",7790,7880,"T7p12","1.5",15029,166988.888888889,33.981630870629,4914.09283811686
"11-44","deop","10deop","wt","PA145","4","T7_10deop",7905,8166,"T7p13","1.6",34463,132042.14559387,33.981630870629,3885.69183440799
"11-44","deop","10deop","wt","PA145","4","T7_10deop",8165,8756,"T7p14","1.7",87270,147664.974619289,33.981630870629,4345.43519060232
"11-44","deop","10deop","wt","PA145","4","T7_10deop",8748,8895,"T7p15","1.8",30927,210387.755102041,33.981630870629,6191.22007130867
"11-44","deop","10deop","wt","PA145","4","T7_10deop",8897,9092,"T7p16","2",24111,123646.153846154,33.981630870629,3638.61741412251
"11-44","deop","10deop","wt","PA145","4","T7_10deop",9157,9856,"T7p17","2.5",129642,185467.811158798,33.981630870629,5457.88434536559
"11-44","deop","10deop","wt","PA145","4","T7_10deop",9856,10276,"T7p18","2.8",135853,323459.523809524,33.981630870629,9518.65803736619
"11-44","deop","10deop","wt","PA145","4","T7_10deop",10256,10706,"T7p19","3",128834,286297.777777778,33.981630870629,8425.07467836779
"11-44","deop","10deop","wt","PA145","4","T7_10deop",10705,11161,"T7p20","3.5",159596,349991.228070175,33.981630870629,10299.4241036465
"11-44","deop","10deop","wt","PA145","4","T7_10deop",11224,11590,"T7p21","3.8",6445,17609.2896174863,33.981630870629,518.200250144745
"11-44","deop","10deop","wt","PA145","4","T7_10deop",11564,13265,"T7p22","4A",40348,23720.1646090535,33.981630870629,698.029023367307
"11-44","deop","10deop","wt","PA145","4","T7_10deop",11634,11757,"T7p23","4.1",4896,39804.8780487805,33.981630870629,1171.36455870294
"11-44","deop","10deop","wt","PA145","4","T7_10deop",11753,13265,"T7p24","4B",36515,24150.1322751323,33.981630870629,710.681967180266
"11-44","deop","10deop","wt","PA145","4","T7_10deop",12987,13326,"T7p25","4.2",11132,32837.7581120944,33.981630870629,966.338497322584
"11-44","deop","10deop","wt","PA145","4","T7_10deop",13351,13564,"T7p26","4.3",10160,47699.5305164319,33.981630870629,1403.68573533237
"11-44","deop","10deop","wt","PA145","4","T7_10deop",13583,13853,"T7p27","4.5",10091,37374.0740740741,33.981630870629,1099.83167718937
"11-44","deop","10deop","wt","PA145","4","T7_10deop",13926,14334,"T7p28","4.7",18181,44561.2745098039,33.981630870629,1311.33419344859
"11-44","deop","10deop","wt","PA145","4","T7_10deop",14352,16467,"T7p29","5",145084,68597.6359338061,33.981630870629,2018.66815030047
"11-44","deop","10deop","wt","PA145","4","T7_10deop",16482,16839,"T7p30","5.3",32979,92378.1512605042,33.981630870629,2718.47315428137
"11-44","deop","10deop","wt","PA145","4","T7_10deop",16850,17359,"T7p31","5.5-5.7",54800,107662.082514735,33.981630870629,3168.24354088871
"11-44","deop","10deop","wt","PA145","4","T7_10deop",16850,17150,"T7p32","5.5",34434,114780,33.981630870629,3377.70722179219
"11-44","deop","10deop","wt","PA145","4","T7_10deop",17149,17359,"T7p33","5.7",34866,166028.571428571,33.981630870629,4885.83293899744
"11-44","deop","10deop","wt","PA145","4","T7_10deop",17358,17517,"T7p34","5.9",28458,178981.132075472,33.981630870629,5266.99653577158
"11-44","deop","10deop","wt","PA145","4","T7_10deop",17503,18406,"T7p35","6",166589,184483.942414175,33.981630870629,5428.93138697554
"11-44","deop","10deop","wt","PA145","4","T7_10deop",18393,18507,"T7p36","6.3",34573,303271.929824561,33.981630870629,8924.58431377657
"11-44","deop","10deop","wt","PA145","4","T7_10deop",18604,18859,"T7p37","6.5",363748,1426462.74509804,33.981630870629,41977.4657234288
"11-44","deop","10deop","wt","PA145","4","T7_10deop",18863,19130,"T7p38","6.7",422856,1583730.33707865,33.981630870629,46605.4835068996
"11-44","deop","10deop","wt","PA145","4","T7_10deop",19129,19531,"T7p39","7",497238,1236910.44776119,33.981630870629,36399.384493058
"11-44","deop","10deop","wt","PA145","4","T7_10deop",19534,19834,"T7p40","7.3",386688,1288960,33.981630870629,37931.0812040535
"11-44","deop","10deop","wt","PA145","4","T7_10deop",19847,20240,"T7p41","7.7",566939,1442592.87531807,33.981630870629,42452.1377684944
"11-44","deop","10deop","wt","PA145","4","T7_10deop",20239,21850,"T7p42","8",2247393,1395029.79515829,33.981630870629,41052.4674483483
"11-44","deop","10deop","wt","PA145","4","T7_10deop",21949,22873,"T7p43","9",1526092,1651614.71861472,33.981630870629,48603.1622467608
"11-44","deop","10deop","wt","PA145","4","T7_10deop",22966,24162,"T7p44","10B",3176347,2655808.52842809,33.981630870629,78154.23981677
"11-44","deop","10deop","wt","PA145","4","T7_10deop",22966,24004,"T7p45","10A",3023642,2912949.90366089,33.981630870629,85721.3096908367
"11-44","deop","10deop","wt","PA145","4","T7_10deop",24227,24818,"T7p46","11",175821,297497.461928934,33.981630870629,8754.65521538776
"11-44","deop","10deop","wt","PA145","4","T7_10deop",24841,27226,"T7p47","12",863573,362085.115303983,33.981630870629,10655.3189481244
"11-44","deop","10deop","wt","PA145","4","T7_10deop",27306,27723,"T7p48","13",193150,463189.448441247,33.981630870629,13630.5832467149
"11-44","deop","10deop","wt","PA145","4","T7_10deop",27727,28318,"T7p49","14",553225,936082.910321489,33.981630870629,27546.732935957
"11-44","deop","10deop","wt","PA145","4","T7_10deop",28324,30568,"T7p50","15",1631126,726883.244206774,33.981630870629,21390.4755476298
"11-44","deop","10deop","wt","PA145","4","T7_10deop",30594,34551,"T7p51","16",2198685,555644.427596664,33.981630870629,16351.3172664387
"11-44","deop","10deop","wt","PA145","4","T7_10deop",34623,36285,"T7p52","17",1662660,1000397.11191336,33.981630870629,29439.3496216222
"11-44","deop","10deop","wt","PA145","4","T7_10deop",36343,36547,"T7p53","17.5",179276,878803.921568627,33.981630870629,25861.1461266915
"11-44","deop","10deop","wt","PA145","4","T7_10deop",36552,36822,"T7p54","18",215362,797637.037037037,33.981630870629,23472.5943576313
"11-44","deop","10deop","wt","PA145","4","T7_10deop",36916,37348,"T7p55","18.5",291686,675199.074074074,33.981630870629,19869.5311783185
"11-44","deop","10deop","wt","PA145","4","T7_10deop",37031,37283,"T7p56","18.7",200480,795555.555555556,33.981630870629,23411.3412209174
"11-44","deop","10deop","wt","PA145","4","T7_10deop",37369,39130,"T7p57","19",1470914,835272.004542873,33.981630870629,24580.1035189519
"11-44","deop","10deop","wt","PA145","4","T7_10deop",38015,38273,"T7p58","19.2",331798,1286038.75968992,33.981630870629,37845.115927072
"11-44","deop","10deop","wt","PA145","4","T7_10deop",38552,38726,"T7p59","19.3",211816,1217333.33333333,33.981630870629,35823.2757564764
"11-44","deop","10deop","wt","PA145","4","T7_10deop",39388,39538,"T7p60","19.5",522839,3485593.33333333,33.981630870629,102572.867870977
"11-44","deop","10deop","wt","PA149","5","T7_10deop",890,1468,"T7p01","0.3",19427,33610.7266435986,43.3511514208979,775.313354823516
"11-44","deop","10deop","wt","PA149","5","T7_10deop",1277,1433,"T7p02","0.4",4,25.6410256410256,43.3511514208979,0.591472770632456
"11-44","deop","10deop","wt","PA149","5","T7_10deop",1468,3138,"T7p03","0.7",27057,16201.7964071856,43.3511514208979,373.733934997061
"11-44","deop","10deop","wt","PA149","5","T7_10deop",1495,1639,"T7p04","0.5",0,0,43.3511514208979,0
"11-44","deop","10deop","wt","PA149","5","T7_10deop",1635,1972,"T7p05","0.6B",3,8.90207715133531,43.3511514208979,0.205348113246283
"11-44","deop","10deop","wt","PA149","5","T7_10deop",1635,1797,"T7p06","0.6A",0,0,43.3511514208979,0
"11-44","deop","10deop","wt","PA149","5","T7_10deop",3138,5887,"T7p07","1",153295,55763.9141506002,43.3511514208979,1286.33063535467
"11-44","deop","10deop","wt","PA149","5","T7_10deop",5887,6448,"T7p08","1.2",154477,275360.071301248,43.3511514208979,6351.85138746989
"11-44","deop","10deop","wt","PA149","5","T7_10deop",6006,6135,"T7p09","1.1",22613,175294.573643411,43.3511514208979,4043.59671883843
"11-44","deop","10deop","wt","PA149","5","T7_10deop",6448,7588,"T7p10","1.3",283163,248388.596491228,43.3511514208979,5729.68856304678
"11-44","deop","10deop","wt","PA149","5","T7_10deop",7607,7763,"T7p11","1.4",45178,289602.564102564,43.3511514208979,6680.38920790828
"11-44","deop","10deop","wt","PA149","5","T7_10deop",7790,7880,"T7p12","1.5",33617,373522.222222222,43.3511514208979,8616.20072315222
"11-44","deop","10deop","wt","PA149","5","T7_10deop",7905,8166,"T7p13","1.6",75059,287582.375478927,43.3511514208979,6633.78863197379
"11-44","deop","10deop","wt","PA149","5","T7_10deop",8165,8756,"T7p14","1.7",180742,305824.027072758,43.3511514208979,7054.57680012928
"11-44","deop","10deop","wt","PA149","5","T7_10deop",8748,8895,"T7p15","1.8",77321,525993.197278912,43.3511514208979,12133.3154954069
"11-44","deop","10deop","wt","PA149","5","T7_10deop",8897,9092,"T7p16","2",52321,268312.820512821,43.3511514208979,6189.28936645215
"11-44","deop","10deop","wt","PA149","5","T7_10deop",9157,9856,"T7p17","2.5",249570,357038.626609442,43.3511514208979,8235.96640243625
"11-44","deop","10deop","wt","PA149","5","T7_10deop",9856,10276,"T7p18","2.8",228836,544847.619047619,43.3511514208979,12568.2387016131
"11-44","deop","10deop","wt","PA149","5","T7_10deop",10256,10706,"T7p19","3",370623,823606.666666667,43.3511514208979,18998.4957647431
"11-44","deop","10deop","wt","PA149","5","T7_10deop",10705,11161,"T7p20","3.5",366128,802912.280701754,43.3511514208979,18521.1292984181
"11-44","deop","10deop","wt","PA149","5","T7_10deop",11224,11590,"T7p21","3.8",11849,32374.3169398907,43.3511514208979,746.792550573046
"11-44","deop","10deop","wt","PA149","5","T7_10deop",11564,13265,"T7p22","4A",62424,36698.4126984127,43.3511514208979,846.538361625195
"11-44","deop","10deop","wt","PA149","5","T7_10deop",11634,11757,"T7p23","4.1",7298,59333.3333333333,43.3511514208979,1368.6679912435
"11-44","deop","10deop","wt","PA149","5","T7_10deop",11753,13265,"T7p24","4B",56839,37591.9312169312,43.3511514208979,867.149544701818
"11-44","deop","10deop","wt","PA149","5","T7_10deop",12987,13326,"T7p25","4.2",21299,62828.9085545723,43.3511514208979,1449.30195612486
"11-44","deop","10deop","wt","PA149","5","T7_10deop",13351,13564,"T7p26","4.3",22709,106615.023474178,43.3511514208979,2459.33544968735
"11-44","deop","10deop","wt","PA149","5","T7_10deop",13583,13853,"T7p27","4.5",13993,51825.9259259259,43.3511514208979,1195.49133592199
"11-44","deop","10deop","wt","PA149","5","T7_10deop",13926,14334,"T7p28","4.7",24581,60247.5490196078,43.3511514208979,1389.75660495524
"11-44","deop","10deop","wt","PA149","5","T7_10deop",14352,16467,"T7p29","5",196106,92721.5130023641,43.3511514208979,2138.84775751692
"11-44","deop","10deop","wt","PA149","5","T7_10deop",16482,16839,"T7p30","5.3",64076,179484.593837535,43.3511514208979,4140.24975011419
"11-44","deop","10deop","wt","PA149","5","T7_10deop",16850,17359,"T7p31","5.5-5.7",80533,158218.074656189,43.3511514208979,3649.68563626012
"11-44","deop","10deop","wt","PA149","5","T7_10deop",16850,17150,"T7p32","5.5",51011,170036.666666667,43.3511514208979,3922.31027535519
"11-44","deop","10deop","wt","PA149","5","T7_10deop",17149,17359,"T7p33","5.7",50157,238842.857142857,43.3511514208979,5509.49281194225
"11-44","deop","10deop","wt","PA149","5","T7_10deop",17358,17517,"T7p34","5.9",38658,243132.075471698,43.3511514208979,5608.43409004572
"11-44","deop","10deop","wt","PA149","5","T7_10deop",17503,18406,"T7p35","6",195057,216009.966777409,43.3511514208979,4982.79652782829
"11-44","deop","10deop","wt","PA149","5","T7_10deop",18393,18507,"T7p36","6.3",40319,353675.438596491,43.3511514208979,8158.38627128132
"11-44","deop","10deop","wt","PA149","5","T7_10deop",18604,18859,"T7p37","6.5",450070,1764980.39215686,43.3511514208979,40713.5758637782
"11-44","deop","10deop","wt","PA149","5","T7_10deop",18863,19130,"T7p38","6.7",475539,1781044.94382022,43.3511514208979,41084.1439141487
"11-44","deop","10deop","wt","PA149","5","T7_10deop",19129,19531,"T7p39","7",764922,1902791.04477612,43.3511514208979,43892.5145563459
"11-44","deop","10deop","wt","PA149","5","T7_10deop",19534,19834,"T7p40","7.3",617050,2056833.33333333,43.3511514208979,47445.8755054384
"11-44","deop","10deop","wt","PA149","5","T7_10deop",19847,20240,"T7p41","7.7",867232,2206697.20101781,43.3511514208979,50902.8509898827
"11-44","deop","10deop","wt","PA149","5","T7_10deop",20239,21850,"T7p42","8",2898290,1799062.6939789,43.3511514208979,41499.7672498183
"11-44","deop","10deop","wt","PA149","5","T7_10deop",21949,22873,"T7p43","9",1765587,1910808.44155844,43.3511514208979,44077.4553599818
"11-44","deop","10deop","wt","PA149","5","T7_10deop",22966,24162,"T7p44","10B",4506302,3767811.0367893,43.3511514208979,86913.7476928232
"11-44","deop","10deop","wt","PA149","5","T7_10deop",22966,24004,"T7p45","10A",4339219,4180365.12524085,43.3511514208979,96430.3135723785
"11-44","deop","10deop","wt","PA149","5","T7_10deop",24227,24818,"T7p46","11",236241,399730.964467005,43.3511514208979,9220.76926137445
"11-44","deop","10deop","wt","PA149","5","T7_10deop",24841,27226,"T7p47","12",1082907,454049.056603774,43.3511514208979,10473.748486987
"11-44","deop","10deop","wt","PA149","5","T7_10deop",27306,27723,"T7p48","13",262979,630645.083932854,43.3511514208979,14547.3664081006
"11-44","deop","10deop","wt","PA149","5","T7_10deop",27727,28318,"T7p49","14",637512,1078700.50761421,43.3511514208979,24882.8571389274
"11-44","deop","10deop","wt","PA149","5","T7_10deop",28324,30568,"T7p50","15",1885580,840276.292335116,43.3511514208979,19383.0213222445
"11-44","deop","10deop","wt","PA149","5","T7_10deop",30594,34551,"T7p51","16",2526047,638374.273439474,43.3511514208979,14725.6590082574
"11-44","deop","10deop","wt","PA149","5","T7_10deop",34623,36285,"T7p52","17",1996978,1201551.14320096,43.3511514208979,27716.7065653011
"11-44","deop","10deop","wt","PA149","5","T7_10deop",36343,36547,"T7p53","17.5",226242,1109029.41176471,43.3511514208979,25582.4672566848
"11-44","deop","10deop","wt","PA149","5","T7_10deop",36552,36822,"T7p54","18",267898,992214.814814815,43.3511514208979,22887.8537776624
"11-44","deop","10deop","wt","PA149","5","T7_10deop",36916,37348,"T7p55","18.5",366576,848555.555555556,43.3511514208979,19574.0027137203
"11-44","deop","10deop","wt","PA149","5","T7_10deop",37031,37283,"T7p56","18.7",201667,800265.873015873,43.3511514208979,18460.0834530567
"11-44","deop","10deop","wt","PA149","5","T7_10deop",37369,39130,"T7p57","19",1483770,842572.402044293,43.3511514208979,19435.9866907277
"11-44","deop","10deop","wt","PA149","5","T7_10deop",38015,38273,"T7p58","19.2",338625,1312500,43.3511514208979,30276.0124467488
"11-44","deop","10deop","wt","PA149","5","T7_10deop",38552,38726,"T7p59","19.3",207569,1192925.28735632,43.3511514208979,27517.7301699363
"11-44","deop","10deop","wt","PA149","5","T7_10deop",39388,39538,"T7p60","19.5",323375,2155833.33333333,43.3511514208979,49729.5518728503
"11-44","deop","10deop","wt","PA158","6","T7_10deop",890,1468,"T7p01","0.3",15554,26910.0346020761,24.0816493470221,1117.44981476544
"11-44","deop","10deop","wt","PA158","6","T7_10deop",1277,1433,"T7p02","0.4",10,64.1025641025641,24.0816493470221,2.66188429118087
"11-44","deop","10deop","wt","PA158","6","T7_10deop",1468,3138,"T7p03","0.7",20958,12549.7005988024,24.0816493470221,521.131273774414
"11-44","deop","10deop","wt","PA158","6","T7_10deop",1495,1639,"T7p04","0.5",1,6.94444444444444,24.0816493470221,0.288370798211261
"11-44","deop","10deop","wt","PA158","6","T7_10deop",1635,1972,"T7p05","0.6B",2,5.93471810089021,24.0816493470221,0.246441513011404
"11-44","deop","10deop","wt","PA158","6","T7_10deop",1635,1797,"T7p06","0.6A",0,0,24.0816493470221,0
"11-44","deop","10deop","wt","PA158","6","T7_10deop",3138,5887,"T7p07","1",117261,42655.8748635868,24.0816493470221,1771.30205032495
"11-44","deop","10deop","wt","PA158","6","T7_10deop",5887,6448,"T7p08","1.2",111292,198381.461675579,24.0816493470221,8237.8685453333
"11-44","deop","10deop","wt","PA158","6","T7_10deop",6006,6135,"T7p09","1.1",20296,157333.333333333,24.0816493470221,6533.32880427433
"11-44","deop","10deop","wt","PA158","6","T7_10deop",6448,7588,"T7p10","1.3",184106,161496.49122807,24.0816493470221,6706.20558006094
"11-44","deop","10deop","wt","PA158","6","T7_10deop",7607,7763,"T7p11","1.4",10034,64320.5128205128,24.0816493470221,2670.93469777088
"11-44","deop","10deop","wt","PA158","6","T7_10deop",7790,7880,"T7p12","1.5",21910,243444.444444444,24.0816493470221,10109.126702094
"11-44","deop","10deop","wt","PA158","6","T7_10deop",7905,8166,"T7p13","1.6",39869,152754.789272031,24.0816493470221,6343.20295386745
"11-44","deop","10deop","wt","PA158","6","T7_10deop",8165,8756,"T7p14","1.7",96062,162541.455160745,24.0816493470221,6749.59812006582
"11-44","deop","10deop","wt","PA158","6","T7_10deop",8748,8895,"T7p15","1.8",39973,271925.170068027,24.0816493470221,11291.80008186
"11-44","deop","10deop","wt","PA158","6","T7_10deop",8897,9092,"T7p16","2",31786,163005.128205128,24.0816493470221,6768.85232635801
"11-44","deop","10deop","wt","PA158","6","T7_10deop",9157,9856,"T7p17","2.5",113384,162208.86981402,24.0816493470221,6735.78738219103
"11-44","deop","10deop","wt","PA158","6","T7_10deop",9856,10276,"T7p18","2.8",99291,236407.142857143,24.0816493470221,9816.89997435233
"11-44","deop","10deop","wt","PA158","6","T7_10deop",10256,10706,"T7p19","3",181729,403842.222222222,24.0816493470221,16769.707772203
"11-44","deop","10deop","wt","PA158","6","T7_10deop",10705,11161,"T7p20","3.5",208292,456780.701754386,24.0816493470221,18967.9990424274
"11-44","deop","10deop","wt","PA158","6","T7_10deop",11224,11590,"T7p21","3.8",6087,16631.1475409836,24.0816493470221,690.614969985028
"11-44","deop","10deop","wt","PA158","6","T7_10deop",11564,13265,"T7p22","4A",33494,19690.7701352146,24.0816493470221,817.667006585225
"11-44","deop","10deop","wt","PA158","6","T7_10deop",11634,11757,"T7p23","4.1",3877,31520.325203252,24.0816493470221,1308.89395277861
"11-44","deop","10deop","wt","PA158","6","T7_10deop",11753,13265,"T7p24","4B",30518,20183.8624338624,24.0816493470221,838.142859029644
"11-44","deop","10deop","wt","PA158","6","T7_10deop",12987,13326,"T7p25","4.2",13808,40731.5634218289,24.0816493470221,1691.39425771374
"11-44","deop","10deop","wt","PA158","6","T7_10deop",13351,13564,"T7p26","4.3",16487,77403.7558685446,24.0816493470221,3214.2215324681
"11-44","deop","10deop","wt","PA158","6","T7_10deop",13583,13853,"T7p27","4.5",9728,36029.6296296296,24.0816493470221,1496.14459999954
"11-44","deop","10deop","wt","PA158","6","T7_10deop",13926,14334,"T7p28","4.7",9513,23316.1764705882,24.0816493470221,968.213436488374
"11-44","deop","10deop","wt","PA158","6","T7_10deop",14352,16467,"T7p29","5",65165,30810.8747044917,24.0816493470221,1279.43374062549
"11-44","deop","10deop","wt","PA158","6","T7_10deop",16482,16839,"T7p30","5.3",25920,72605.0420168067,24.0816493470221,3014.95304455901
"11-44","deop","10deop","wt","PA158","6","T7_10deop",16850,17359,"T7p31","5.5-5.7",33567,65946.9548133595,24.0816493470221,2738.47334387478
"11-44","deop","10deop","wt","PA158","6","T7_10deop",16850,17150,"T7p32","5.5",22451,74836.6666666667,24.0816493470221,3107.62213950769
"11-44","deop","10deop","wt","PA158","6","T7_10deop",17149,17359,"T7p33","5.7",19814,94352.380952381,24.0816493470221,3918.01988280543
"11-44","deop","10deop","wt","PA158","6","T7_10deop",17358,17517,"T7p34","5.9",14909,93767.2955974843,24.0816493470221,3893.72398236832
"11-44","deop","10deop","wt","PA158","6","T7_10deop",17503,18406,"T7p35","6",82058,90872.6467331118,24.0816493470221,3773.52254505562
"11-44","deop","10deop","wt","PA158","6","T7_10deop",18393,18507,"T7p36","6.3",15685,137587.719298246,24.0816493470221,5713.38438308669
"11-44","deop","10deop","wt","PA158","6","T7_10deop",18604,18859,"T7p37","6.5",218350,856274.509803922,24.0816493470221,35557.1371987363
"11-44","deop","10deop","wt","PA158","6","T7_10deop",18863,19130,"T7p38","6.7",221017,827779.026217228,24.0816493470221,34373.8509887235
"11-44","deop","10deop","wt","PA158","6","T7_10deop",19129,19531,"T7p39","7",377321,938609.452736318,24.0816493470221,38976.1282215658
"11-44","deop","10deop","wt","PA158","6","T7_10deop",19534,19834,"T7p40","7.3",317872,1059573.33333333,24.0816493470221,43999.2011371248
"11-44","deop","10deop","wt","PA158","6","T7_10deop",19847,20240,"T7p41","7.7",376267,957422.391857506,24.0816493470221,39757.3429486009
"11-44","deop","10deop","wt","PA158","6","T7_10deop",20239,21850,"T7p42","8",1565027,971463.066418374,24.0816493470221,40340.3875049989
"11-44","deop","10deop","wt","PA158","6","T7_10deop",21949,22873,"T7p43","9",873194,945015.151515151,24.0816493470221,39242.127393239
"11-44","deop","10deop","wt","PA158","6","T7_10deop",22966,24162,"T7p44","10B",2871065,2400556.02006689,24.0816493470221,99684.0368146853
"11-44","deop","10deop","wt","PA158","6","T7_10deop",22966,24004,"T7p45","10A",2769625,2668232.17726397,24.0816493470221,110799.394958964
"11-44","deop","10deop","wt","PA158","6","T7_10deop",24227,24818,"T7p46","11",135916,229976.311336717,24.0816493470221,9549.85715565849
"11-44","deop","10deop","wt","PA158","6","T7_10deop",24841,27226,"T7p47","12",574175,240744.234800839,24.0816493470221,9996.99943021589
"11-44","deop","10deop","wt","PA158","6","T7_10deop",27306,27723,"T7p48","13",130470,312877.697841727,24.0816493470221,12992.3699715533
"11-44","deop","10deop","wt","PA158","6","T7_10deop",27727,28318,"T7p49","14",294336,498030.456852792,24.0816493470221,20680.9114141668
"11-44","deop","10deop","wt","PA158","6","T7_10deop",28324,30568,"T7p50","15",925952,412634.581105169,24.0816493470221,17134.8139472928
"11-44","deop","10deop","wt","PA158","6","T7_10deop",30594,34551,"T7p51","16",1474674,372674.753601213,24.0816493470221,15475.46632836
"11-44","deop","10deop","wt","PA158","6","T7_10deop",34623,36285,"T7p52","17",1148892,691270.758122744,24.0816493470221,28705.2912431941
"11-44","deop","10deop","wt","PA158","6","T7_10deop",36343,36547,"T7p53","17.5",113909,558377.450980392,24.0816493470221,23186.8441789034
"11-44","deop","10deop","wt","PA158","6","T7_10deop",36552,36822,"T7p54","18",150481,557337.037037037,24.0816493470221,23143.640579002
"11-44","deop","10deop","wt","PA158","6","T7_10deop",36916,37348,"T7p55","18.5",210598,487495.37037037,24.0816493470221,20243.4377872317
"11-44","deop","10deop","wt","PA158","6","T7_10deop",37031,37283,"T7p56","18.7",115795,459503.968253968,24.0816493470221,19081.083759356
"11-44","deop","10deop","wt","PA158","6","T7_10deop",37369,39130,"T7p57","19",848601,481885.860306644,24.0816493470221,20010.500666402
"11-44","deop","10deop","wt","PA158","6","T7_10deop",38015,38273,"T7p58","19.2",186616,723317.829457364,24.0816493470221,30036.0585371122
"11-44","deop","10deop","wt","PA158","6","T7_10deop",38552,38726,"T7p59","19.3",121354,697436.781609195,24.0816493470221,28961.3378036933
"11-44","deop","10deop","wt","PA158","6","T7_10deop",39388,39538,"T7p60","19.5",283536,1890240,24.0816493470221,78492.9625359629
"11-44","deop","10deop","wt","PA167","7","T7_10deop",890,1468,"T7p01","0.3",12453,21544.9826989619,18.5360621236362,1162.327928945
"11-44","deop","10deop","wt","PA167","7","T7_10deop",1277,1433,"T7p02","0.4",2,12.8205128205128,18.5360621236362,0.691652452122763
